,comment
3219,"🎶 Tudo fica bem, se sei que estás aqui, se sei que estás em mim!!! Aleluia!!😭😭❤️❤️❤️❤️🎶🎶🎶🎶"
3220,"Cara, me faltam palavras para descrever essa musica como um todo, não só pelas execuções vocais e instrumentais, mas também pela letra, que casa certinho com o momento ao qual eu passo, de ter perdido a minha mãe recentemente, e certamente sei que: Tudo fica bem!"
3221,O RUIM DESSA CANÇÃO É QUE ELA ACABA!
3222,"Dois instrumentos magníficos de Deus, perfeição vocal, exímios cantores"
3223,Alguém aqui canta sacudindo o microfone depois de tanto assistir o Leandro Gonçalves cantar?
3224,A voz do Mauro é surreal!
3225,Que canção meus irmãos!!!! 🙏🙏🙏🙏🙏
3226,Momento épico de dois cantores com vozes angelicais
3227,"Música linda, cheia de inspiração, e de refrigério para nossa alma. Lindo ver o Leonardo Gonçalves não desistindo, lindo o exemplo de superação, deixo aqui o meu imenso desejo e oração pela cura total da sua voz meu irmão. Apesar que tu continua cantando muito e ainda com mais vigor de alma."
3228,"UE não entendi já tô escutando essa semana toda e ainda vai lança aqui 
Já é minha favorita junto com o tiro, herege ,planos a galera daqui de casa já sabe de co, eu sou dessa como me identifico esculto sem parar , e que Deus continue te abençoando e te usado para abençoar e nos aproximar mas de Deus. "
3229,"Meu Deus não tem condições uma música de tanta qualidade assim, Letra, Vozes, Produção! Perfeição...."
3230,Queria muito ver Mauro e Pg cantando juntos!❤
3231,"Eu não canso de ouvir esses mitos, os caras são muito talentosos e cheios do espírito santo.✝️💜"
3232,"Incrível como essa Música fala no coração, Que possamos anseiar a cada vez mais Por Cristo, Parabéns Leonardo é Mauro, a Voz de vocês são  Incríveis, Que Deus possa continuar usando Vocês como canal de Bênçãos em muitas vidas  😁"
3233,"As músicas do Mauro são todas uma obra de arte. Ele tem um baita bom gosto. Uma sensibilidade música ímpar. E somado com outro monstro que além de uma baita voz, também tem um gosto muito apurado. Aí é obra prima de Deus através de dois instrumentos."
3234,"Minha oração cantada preferida pra esses dias atuais...🙏🏻❤ ""tudo fica bem, se olho para Ti, se Te percebo em mim"""
3235,A gente tem que concordar... Léo é a voz mais bonita masculina que existe. 💙👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽😍😍😍
3236,Amo os dois❤️❤️❤️❤️❤️. Monstros da nossa música!
3237,"Os dois juntos que bênção mano, eita glória à Deus 🙌🙌🙌"
3238,"Somos priveligiados por Deus nos permitir ouvir essa linda música, interpretada por  vozes que alcançam a alma. 
Que Deus abençoe vcs, Mauro e Leonardo.
E que possam nos trazer mais duetos como esse."
3239,Linda canção! Não tem como segurar as lágrimas com essa letra maravilhosa. Glória a Deus por ter colocado em seu coração essa bela oração e forma de música. Parabéns!!!
3240,"Nossa, que oração em plena pandemia...😭
Te amo ( Deus)"
3241,"Playlist
João
Aonde está Deus
Tudo fica bem"
3242,"Fiz dessa música minha oração. 
Pois quero voltar a ter , intimidade com Pai .
E no momento essa tem sido a minha voz"
3243,"Cara, vcs dão orgulho a música brasileira e cristã, 👏👏👏"
3244,Sem palavras .... Só lágrimas.... Dois exemplos de humildade e santidade....q Deus ctnue nos abençoando ouvindo essas vozes maravilhosas....🥰👏🏽👏🏽👏🏽🙏🏽
3245,"Mauro domina minha lista de músicas preferidas... Até as que não são dele, mas ele grava uma versão eu amo 😍.
Nossa... A união das vozes deles é o que o Leo chama do encontro com o inefável.
Que ministração! "
3246,Eu sabia que ao juntar estas duas vozes magnificas da música brasileira em uma canção onde falam do amor divino seria espetacular. Parabéns ao envolvidos.
3247,"Gosto muito de músicas nessa vibe. Pois abre espaço momentos de reflexão e, mais aproximação do Pai Eterno! 🙏🏽🇧🇷🇺🇸🇮🇱"
3248,"Música muito importante para os tempos que estamos vivendo.
Quem crê em D-s sabe que essa crise vai passar, que a tempestade vem anterior à calmaria e que no fim TUDO FICA BEM!"
3249,"Que hino lindo,Toda honra toda glória para o Senhor Jesus.Tudo fica bem  quando olhamos para ti....
Deus os abençoe!"
3250,Vai explodir o YouTube ❤😂😂
3251,"Aqui orando, chorando e me derramando nessa canção 🙏😭❤🙌"
3252,Musicalidade do Mauro é de outro planeta
3253,"Ainda tem gente que dá deslike, louvor top 2 monstros da música gospel,parabéns!"
3254,Os dois melhores cantores do planeta na minha opinião ...
3255,"Doissss MONNNSSTROOOSSSSS.
VCS SÃO CANTORES EXTRAORDINÁRIOS . DEUS continue abençoando vcs abundantemente em nome de Jesus 🙌🙌🙏🙏🙏"
3256,Que sintonia dos céus pela graça de nosso Senhor Jesus Cristo através de vocês 😇🙏😍
3257,Coisa mais linda essa canção! Inspirada por Deus!❤️🙌🏼
3258,"Uma linda canção, uma calmaria, um toque do Espírito Santo. E duas grandes vozes, duas grandes referências dentro da música como um todo ! Lindo de se ver ❤️🙌🏽🙌🏽"
3259,"Esta música é uma oração em forma de louvor!
Parabéns Mauro e Leonardo! 
Não canso de ouvir! 😭😭"
3260,"Obrigado Mauro Henrique e Leonardo Gonçalves, uma obra que não canso de ouvir, desde domingo escutando, lagrimando e me alegrando por essa canção. Composição linda de mais, talento e muita unção.  Orbigado mais uma vez!!!"
3261,"Faz crescer Tua luz em mim, Deus.
Dissipa a escuridão!
❤️"
3262,"sinceramente não sei como pode sair tanta coisa boa de um cara só....uma letra melhor que a outra, uma melodia mais perfeita que a outra e assim vai....mehhhhhhhhhhhhhhh. Glórias ao Eterno pela Vida do Mauro!!!"
3263,"Mauro: Obrigado meu amigo
Leonardo: Eu que agradeço
Eu de casa: vão se lascar kkkk"
3264,"O que dizer sobre @Mauro Henrique e @Leonardo Gonçalves, só a agradecer a Deus por me dá esse privilégio, de poder ouvi-los cantar, louvar, posso sentir Deus através de suas vidas e vozes, Deus os  abençoe cada dia mas poderosamente."
3265,A voz do Leonardo está linda apesar do que aconteceu!!! Top a música
3266,"Meus dois cantores favoritos. SONHO REALIZADO,mais perfeito impossível Glória a Deus. 😍😍🤩🤩"
3267,Leo ' o senhor vai mudar a tua história. Quando vc menos esperar essa fase da suas cordas vocais vai passar . Deus está trabalhando sobre isso.  Deus sabe que é com o coração que vc canta e emociona muita gente com seu jeito meigo e muito promocional.  Deus te abençoe e Mauro show de bola.  A música é muito linda . E vc canta muito bem tbm.  Deus abençoe os dois . Essa música fala muito forte as nossas almas . Deus abençoe vcs dois ....
3268,"sem palavras pra o quanto essa música foi real pra mim. Meu Deus! Minha alma está em paz. Obrigada, não poderia estar em outras vozes se não nas de vocês dois. 😭❤️"
3269,Uma das duas melhores vozes do Brasil numa poesia maravilhosa em forma de louvor! Deus os abençoe!
3270,Glória a Deus por essa música. Obrigado Mauro
3271,Duas lendas só poderia resultar nisso !!! Além de cantarem demais que letra é essa meus amigos !!! Glória a Deus por voces ❤
3272,"Concerteza já é um dos meu louvores favoritos, glória a Deus!! Essa música tá incrível! , muito linda! Que o SENHOR continue abençoando sua vida Mauro Henrique e a do Leonardo Gonçalves vocês são bênção demais!"
3273,Quantas vezes mais vou chorar ouvindo essa música 😢😢😢 lindo demais Senhor
3274,Musica simplesmente SUBLIME! 🙏🙏🙏🙌
3275,"Esse tipo de música é o único contato que tenho tido com Deus, obrigado."
3276,"Vocês sabem qual é a sensação de falar para os amigos sobre uma música muito boa, mas eles não poderem ouvi-la?

Tenho essa sensação desde que ouvi essa belezinha na live hahaha"
3277,Plmdsssssssssss as duas melhores vozes do Brasil
3278,"Devido a COVID 19, muitos problemas surgiram, muita coisa mudou. 
Minha esposa adquiriu algo que estamos lutando faz 1 ano já, o nível de dor que ela sente o único remédio que pode diminuir a dor é a base de MORFINA. Somos um casal novo de estudantes e passamos por muita coisa esse ano assim com muita gente."
3279,"ois maravilhosos! Suas canções preenchem meus dias, no carro, em casa, no trabalho, simplesmente caminham comigo, obrigada por tudo e por tanto! Canções que nos abraçam e nos traz conforto para alma... amo vcs ❤👏🏻🙏🏻"
3280,QUE PERFEIÇÃOOOOO 😍❤️❤️❤️
3281,"Incrível!! Os agudos perfeitos do Mauro são impressionantes. E o Léo, n há oq falar, sensacional! Monstros!! Fora a letra maravilhosa! 🙏🏻❤️"
3282,Reunidos a duas melhores vozes masculinas do Brasil !!!
3283,Linda musica ...que Deus abençoe vcs....estão fazendo que a bíblia diz....todo ser Que respira louva ao SENHOR....Leonardo....Deus restaura sua voz num toque mano....abraço
3284,Uma verdadeira oração ; Deus abençoe todos vocês.
3285,"Muito lindo esse louvor, 👊
Toda honra e toda gloria seja dado Deus! 🙌"
3286,Galera dêem o like para o YouTube dar mais visibilidade pro conteúdo
3287,"Tô com dificuldades de carregar este vídeo, de tão pesado que são essas duas vozes juntas! haha"
3288,"Uma música dessa lançada bem no dia do meu aniversário ... Considero como presente, haha
Deus os abençoe sempre !"
3289,"Pessoas com vcs faz muito bem para todos nós... a arte  musical é um dom espiritual, e cumpre o proposito na edificação do corpo de Cristo... ""me sinto bem ouvindo essa canção""😢 amo vcs, parabéns Mauro vida longa!!!"
3290,"Boa tarde Mauro e Leonardo .
Vcs não tem ideia de o quanto essa música faz bem pra mim , no início do ano pra ser mais exato 7 de janeiro , perdi meu filho com 8 meses de gestação. Sofri muito fiquei mau , e quando eu ouvi essa música na live que vc fez , eu chorei rios pq realmente senti a presença de Deus e entendi que tudo parte dele e oq vem dele é dele."
3291,Perfeição a palavra pra essa música!🙏🏻👏🏻
3292,"Ficou muito lindo!
Ver o Leonardo se reencontrando musicalmente, redescobrindo seu novo limite musical, e tudo fica bem... para a Glória de Deus!"
3293,"Veio no melhor momento 🙏🏻🙏🏻🙏🏻 obg Deus! Obg Mauro ! Obg  goncalves! 
Atingiu o objetivo de levantar e dar esperança aos que estão parados! 😭😭😭"
3294,"Jesus, que Música Incrível!!! Uma Interpretação DIGNA a DEUS! Hoje na atualidade poucas musicas me tocam, mas ESSA, não tocou, ARREBENTOU, Rrssss, me arrepiei todo. Mauro pra mim é a um tempo o melhor Cantor, Intérprete, Vocalista, sei lá como se deve chamar esse cara Incrível, e agora junto com o Leonardo que tbem é um dos melhores, desculpa aí mas, PUTZZZZZZ ...... Vcs fizeram o MAGNÍFICO nessa canção. OBRIGADO e Que Deus derrame bençãos sobre a vida de vcs SEMPRE. Não sou evangélico, sou católico, mas não acho que deva haver distinção entre religiões, tudo deve ser feito a DEUS, por DEUS. Deus Abençoe vcs!. Forte Abraço!"
3295,"Sinceramente... Sem comentários, dois monstros 👏👏. Grandes homens de Deus 👏🙌🙏"
3296,"Que louvor, lindo! 
Acho que o botão de dislike nem deveria estar ai.
Que música perfeita!! 🎶🎶"
3297,"Q canção top, traz paz a alma e sente-se se a presença e unção  do criador nas vossas vozes. Parabéns ."
3298,"Mauro ft Kemuel, é o ft que eu mais quero ouvir!!! Deus vai descer lindamente, como SEMPRE ele faz! 
Quanta unção!!!"
3299,"Meu, que musicalidade é essa?????? Jesus do céu! E Ele merece! Arrepia a almaaaa"
3300,"Que lindura de música!!! O coraçãozinho dispara heheheh
No final me veio do nada que vocês iriam puxar um hino da harpa como medley kkkkkkk não sei o porquê"
3301,que musica incrivel nao tem como nao ter um encontro com Deus atraves dessa musica
3302,"Poxa fiquei muito triste quando recebi a notícia do problema na voz do Leonardo um dos maiores tenores do Brasil sem dúvidas, e fico feliz de mais de ver ainda novidades dele como músicas novas , Que Deus continue capacitando ele pra ele continuar fazendo oque eu creio que ele mais ama."
3303,"Incrível esses dois, muito bom ver o Leonardo cantando nesse nível é se reinventando. Gloria a Deus!"
3304,"Esse terceiro ""tudo fica bem"" no refrão arrepia tudoo❤"
3305,"Um dueto desses bicho! Agente vem correndo pra ouvir, pq sabe que coisa boa vem por aí.😃🙏❤"
3306,"Meu Deus vocês são incríveis, dois trovões na terra, que música e que interpretação, Deus continue usando suas vidas."
3307,"Vocês são exemplo de talento , cuidado e esforço e sabedoria no Senhor. Essa música é maravilhosa, é água abundante em meio ao deserto de certezas em que vivemos neste período de pandemia. Que Deus os ilumine sempre!"
3308,"Que reflexão, que unção, quanto sentimento! Que dupla!!! 
Não tem como tudo não ficar bem agora..."
3309,"Leonardo é fera demais, mesmo n estando 100% consegue trabalhar sua voz na medida certa, n deve ter sido nada facil pra ele."
3310,"Vocês são dois cantores e homens de Deus que admiro muitoooo! Mas, vendo o momento em que o Léo está passando, isso chega a me emocionar. Vejo Deus trabalhando e nos ensinando TODOS os detalhes. Vocês são FERAS!"
3311,"O Leonardo Gonçalves colocou o coração no lugar da corda vocal , por que  a cada palavra entoada, da pra sentir um pulsar diferente, e  o Mauro então sem palavras"
3312,"aaah eu precisava disso!!! momento de fraqueza em que me arrasto para ir a casa de DEUS, medos,ansiedade,pânico,doença. ótima canção mauro s2"
3313,Uhuuuuuuuu esperei ansiosa por esse momento😆😆😆😆😆😆😆
3314,"Q bom vê q o Leonardo Gonçalves está se recuperando vocalmente... O Mauro, eu tenho quase certeza q ele não é desse planeta... Não tem lógica cantar desse tanto..  sou fã de mais"
3315,Já pedi pro Marcio Guerra reagir essa linda canção!!
3316,"Que lindeza de canção! Ainda com meus dois cantores favoritos! Deus os abençoe, queridos."
3317,"Apaixonada aqui e emocionada que dupla 💗😍 sem palavras Mauro e Leonardo são Demais que issoooooooo,que canção lindaaaaa."
3318,"Ficou SURREAL, simples porém profunda. 
Tudo fica bem se sei que estás em mim 🎶🎵"
3319,"Música muuuito massa, Mauro. Quando vai rolar um com a Ana Rock?"
3320,Já ouvi umas 3478 só de manhã tá bom né 😹🥰 que hino Mauro incrível demais irmão Deus te abençoe
3321,Linda música e profunda a letra! Essa intimidade com Deus tão necessária em nossas vidas Vocês são feras! Sucesso sempre!
3322,"Dois monstros de musicalidade incrível, referências na minha arte, na minha caminhada e fé... Top demaisssss 👏👏👏🙏🙏🙏"
3323,"Excelente música. O Leo é fera demais, tô feliz por ele. Mauro dispensa comentários. 👏👏"
3324,"Que hino ! Amo esses ministros , lindo 🥰❤️"
3325,Top demais para este tempo de tanta dor e perdas. Deus recolheu minha jovem esposa há 2 meses. Deus continue usando a vida de vocês
3326,"O Mauro não existe,não é possível essa voz 🔥❤️...."
3327,Toda manhã ouço essa música. Para me dar mais força para o dia. Obrigado pela canção Mauro Henrique e Leonardo Gonçalves.
3328,"Explicando o significado do natal para o meu filho ele perguntou qual o presente nós daríamos para DEUS que esse seria o certo lembro que foi o primeiro jejum do meu filho como presente pra DEUS, Neste ano eu dancarei está linda canção como forma de presente para o meu DEUS obrigada linda e maravilhosa canção, que DEUS continue ABENÇOANDO e capacitando cada vez mais cada um de VOCÊS."
3329,"Tudo que o Mauro faz é com excelência, ficou top demais esse clip 😉 e esse Fiat Leonardo Gonçalves dispensa comentários, dois fera da música juntos isso é demais 😊 Deus abençoe a vida de vcs 🙌"
3330,Impressionante ver 2 monstros da música gospel juntos...faz isso mais vezes 👏🏾❣️
3331,"Wow...

Top! Parabéns  Mauro Henrique, Leonardo Gonçalves, Banda e todos que fizeram este lindo Clipe .👏👏"
3332,"Música maravilhosa, uma oração que sem dúvidas acalma o coração e nos dar um renovo. E parabéns aos dois, encaixe perfeito das vozes, sem dúvidas foram muito usados por Deus."
3333,"Que letra profunda, uma oração sincera ao nosso Deus estou em prantos e vendo essas duas feras topadas é show de bola,já na minha play. Te amo Leoooo"
3334,Não vejo a hora do Márcio Guerra reagir😍😍
3335,"Música muito pertinente! Que Deus abençoe vocês, meus irmãos"
3336,"Que benção esse louvor. Gloria a Deus, tudo fica bem com Ele."
3337,"É uma pena que esse servo de Deus que é o Léo teve problemas com sua voz, mas mesmo assim continua cantando muito e adorando grandemente o Senhor, que dupla maravilhosa 😍"
3338,Quanta saudade da voz do Léo! Obrigado por esse momento. Parabéns Mauro e Léo!
3339,Só eu que reparei que Leonardo está recuperando a voz? Música linda dois excelentes cantores abençoados!
3340,Ansioso para a nova versão haha 🤣💕
3341,"Como sempre o Mauro se superando em cada música,  parabéns por essa obra de arte! 👏"
3342,"que letra linda, que feat perfeito!!! Se Mauro Henrique fizer um com Marcos Almeida eu perco o chão"
3343,"Meus Parabéns Mestre Mauro, por mais essa Lindíssima e Mega Produção e Interpretação, ainda mais com a Participação de Peso, desse Mestre da Voz, ""LEONARDO GONÇALVEZ"". Deus vos Abençoe Ricamente!!!!"
3344,Muito lindo! essa canção é uma oração e uma declaração de amor e de fé ao mesmo tempo.
3345,Mauro Henrique lançar Playback Essa canção?
3346,"Nossa sem palavras, essa cancao veio na hora certa, como eu preciso de Deus."
3347,"Obrigado por vcs dois deixarem Deus usa vcs para ministrar
Na minha vida e na de muitos que tenho certeza que foram ministrados através desse louvor!"
3348,"QUE MÚSICA  LINDA !!
PARABÉNS  , MAURO E LEONARDO 
AMO  VÊ  -LOS  CANTAR ."
3349,"Deus seja louvado pra sempre amém! Jesus use seus instrumentos, que seu nome cresça... parabéns a todos envolvidos neste lindo trabalho de louvor e adoração ao Rei dos reis, ao único Deus, pai de nosso Senhor Jesus Cristo."
3350,"Meu Deus, que letra. Musicalidade muito boa.
Leonardo e Mauro são referências"
3351,"Vou colocar esse vídeo na hora da ceia de natal e chorar muito, obviamente ❤️❤️❤️ que música linda 😍"
3352,Eu ouvi a música inteira arrepiada!!! Coisa linda esses dois. Que mensagem linda! Amei😥❤
3353,"Amém! Que canção linda e emocionante....Glória a Deus. Deus os abençoe sempre, Mauro e Leonardo. Amo vccss ♥♥"
3354,"Aqui vemos os dois maiores cantores do Brasil, muito bom, obg por nos agraciar com essa ministração linda!"
3355,Dois feras!❤
3356,Que junção! Que unção! Que benção para nós poder ouvir essa canção! Deus abençoe!
3357,choro toda vez que ouço esse LOUVOR 😭
3358,"Que letra, que mensagem inspiradora.. parabéns Mauro Henrique e Leonardo Gonçalves vocês são grandes homens usados por Deus.. 👏🏼👏🏼👏🏼👏🏼👏🏼"
3359,"Deus seja louvado, e adorado hoje e sempre. Parabéns."
3360,"Esses não enterraram os talentos, esses usam os talentos pra transmitir a palavra de Deus através da música. Estão de parabéns 👏👏👏"
3361,"Que letra profunda, vou já baixar, sempre admirei o Léo e o seu timbre vocal, mas convenhamos, esse Mauro é outro nível. Gostei tanto de ouvir os dois cantando que chegou um tempo que já não sabia dizer qual voz é de quem, VCS tem timbres muito semelhantes. Desejo que o Senhor os abençoe"
3362,"Obrigada por essa música linda, tava precisando do alento de Deus e ele veio em forma dessa música. Obrigada. Que Deus continue conosco!"
3363,"Mais um hino, que música linda mano nmrl..."
3364,De arrepiar... lindo de maiiiiis!!! Deus abençoe grandemente suas vidas!😭com Jesus TuDo FiCa Bem🙌
3365,Glória a Deus 🙏
3366,"Na veia total! Tempos procuro um louvor fora do ""feijão com arroz"". Harmonia e técnica sublime. INSCRITO!"
3367,Louvado seja Deus. Que oração em forma de canção mais lindaaaa. Deus abençoe 😍
3368,Que benção de música! Música que acalenta o coração e a alma!
3369,"Os ministros em monstros, dupla linda Deus abençoe grandemente 👏🏾👏🏾👏🏾👏🏾👏🏾🙏🏿🙏🏿🙏🏿.
Tudo fica bem, ao lado de Deus."
3370,"Selocoooooo, os dois melhores cantores  Gospel em questão de ""técnica vocal""  ♥️"
3371,Louvado seja o nome do Senhor!!
3372,"A cada dia fico mais encantada com as composições do Mauro! E a forma que a transmite, e essa música em especial veio em um momento não muito bom e veio como um refúgio ❤️😭"
3373,"Ficou maravilhoso, Dois cantores que amo❤❤❤ representando com muita ousadia O evangelho de Jesus 👏👏👏"
3374,Esses dois são demais...Leo...te ouvir louvando junto com Mauro é tudo de bom👏👏👏👏.Louvado seja nosso Senhor
3375,Aguardando❤
3376,"Glória a Deus por essa canção! Me levou às lágrimas, ela descreve o que estou vivendo! ❤❤"
3377,"Aqui estou mais uma vez
Pedindo para me levantar
Me falta forças meu Deus
Vem me ajudar"
3378,Momento perfeito pra esse louvor. Glória Deus por suas vidas.
3379,Meu Deus que milagre em forma de voz e canção ! 🙏🏼 amo os dois ❤️
3380,"Meu Jesus que linda canção, e junção de talentos."
3381,"Leonardo Gonçalves não parou de cantar!?
Enfim... Ele é um gênio na música."
3382,"Gentiiiii esses dois juntos... arrepiei gente
Kkkkk muito lindo!!! Um dos melhores encontros de cantores. Esses feras🔥🔥🔥🔥"
3383,Muito lindo 👏👏👏👏 esse louvor é direto dos céus para o nossos corações 🙏🙏🙏🙏
3384,Ouvindo pela coisadagésima vez hoje!
3385,Ameiii!!!! Muito emocionante! Duas lendas vivas cantando junto.
3386,Que maravilha. Louvores que nos leva mais perto do Criador. É sensacional. Mauro sempre surpreendendo.
3387,"Ouço essa canção desde quando tocaram na live do mauro. Baixei a um tempo atrás e todo dia ouço. Uma canção abençoada e maravilhosa nas vozes desses dois caras iluminados. Que Deus continue abençoando vocês.
Abraço!"
3388,"Glória Jesus digno de toda honra e toda Glória....🤲🍂
EU TE AMO JESUS...
TU TENS ME SUSTENTADO À CADA DIA...
LOUVADO SEJA 🙏"
3389,"Escutar vcs dois, é um misto de sentimentos. Enquanto as lágrimas caem pela beleza da música, vem um sentimento de paz pra dentro da alma... Parabéns mais uma vez pelo lindo trabalho... Aproveitem e monte uma dupla..."
3390,"Sensacional, estou emocionado aqui. Meu Deus, que benção.

Podia gravar com Fernandinho também, ein!!?"
3391,Estava vendo a Live de lançamento e realmente 10 anos foi muito tempo para gravar um Feat. Mas agora é só apreciar essa linda obra. Deus abençoe vcs!
3392,"Que letra linda Mano, que dueto toooppp e que banda hein ❤🙏"
3393,Música rara nos dias atuais. Oração de mtos de nós. Parabéns Maurão!
3394,Linda canção! Lindas vozes! Deus abençoe todos os envolvidos!
3395,QUERO VÊ-LOS NO CÉU JUNTAMENTE COM JESUS !!! ❤️
3396,Nossa!! Lindíssima canção.Essa merece um clipe naquelas paisagens bem verdes e enormes com imagens aéreas bem elevadas fica a dica.
3397,"Sim, tudo Vai ficar bem se esperarmos em Deus. Gratidão,  a música é linda, uma oração maravilhosa. E vcs dois juntos....sem palavras 🥰"
3398,Dois monstros cantando! 🔥🔥
3399,só a nata mesmo para poder cantar esta música... que linda canção... Deus abençoe vocês Mauro e Leo... #satisfaçãototal
3400,"Obrigado, gente! Valeu por dedicarem um pouquinho do domingo de vcs pra nos ouvirem. Que essa canção passa ser uma oração de alento em seus corações como foi para mim. Gratidão! 🙏"
3401,"mauro, meu irmão… q música linda!!! q privilégio cantá-la ao seu lado! essa música ME fez muito bem, ministrou na minha vida! q seja bênção para todo q a escutarem! parabéns tb a toda a equipe de audio e video, sua banda maravilhosa, a casa de babete… q alegria!!! 😢"
3402,Dois monstros da música! Ficou lindo
3403,"Obrigado pelo lindo presente, que nos faz conectar a Deus ❤"
3404,Minha esposa e eu acabamos de perder um Bebê e esta canção tem sido um porto seguro para minha alma... QUE DEUS CONTINUE ABENÇOANDO  VCS🙌🏿
3405,Chega ser emocionante ver o Leonardo mostrando que doença nenhuma para um sonho.. essa música e os dois é algo incrível
3406,"A música é incrível, mas quando vc descobre pelo o que o Leonardo Gonçalves está passando em sua saúde vocal o peso e impacto dela aumenta uns 1000%!!!"
3407,"Ver o Léo cantar apesar de tudo é um prazerzaço , ainda mais em um dueto com o mestre Mauro Henrique   cantando essa canção belíssima com uma letra sensacional e que ministrou em minha vida que apesar do venhamos enfrentar nesta vida se Cristo está em mim e estou olhando para ti , TUDO FICA BEM !"
3408,"A minha esposa foi embora levando a minha filha  e tudo dentro de casajá tem uma semana , estou sem chão estou lutando para o meu casamento ser restaurado peço a oração de todos!"
3409,Impossível não se emocionar ouvindo esses monstros!! Glória a Deus 🙏🙏
3410,"tipo Elias e moises
Paulo e Timoteo
Cr7 e Messi
Brasil e Copa do mundo"
3411,"Mauro: Obrigado meu amigo!
Leo: Eu que agradeço!
Eu: Nós que agradecemos! ❤"
3412,Creio que Deus já operou as cordas vocais do Leonardo Gonçalves. Linda demais essa canção
3413,"Galera, se fizer sentido, compartilhem geral, sigam o canal e dá aquele like para ajudar no engajamento do vídeo! 🙌😉"
3414,Ficou muito lindo esse louvor. Deus seja louvado 🙌🙏 Vocês são bençãos e nos aproximam de Deus com suas canções. ❤️
3415,"Que isso irmão. Prepara a gente antes pra receber esse feat. Emocionado aqui.
Tudo realmente ficará bem."
3416,"Meu Deus, que canção tão linda!😭❤🙏 
""Tu me salva de mim mesmo e do cansaço da estrada... Tudo fica bem se olho para Ti, se te percebo em mim.""
Mauro e Leonardo 👏👏❤"
3417,A voz do leonardo está se recuperando? Deus está fazendo um milagre? Não vi quebrando a voz dele. Que maravilha! Maravilha!
3418,"Não consigo explicar a grandeza que essa canção é dentro da alma, e a imensa vontade de chorar ao ver o Léo cantando. Que canção maravilhosa, meu Deus!"
3419,"Impressionante que mesmo com praticamente um lado todo das cordas vocais paralizado, Leonardo Goncalves ainda consegue cantar com essa beleza. Tai ai uma lenda!"
3420,"Se o Léo canta assim, sem o potencial total da voz, uma suavidade na voz única, e sempre humilde, deus o abençoe muito."
3421,Quem já chegou deixando o like porque sabia que tinha ficado show só pelo fato de ser Mauro Henrique e Leo Gonçalves 😍❤️ eu sim 🤭
3422,"Tô quase cantando bem igual o Mauro, mas quando tiro os fones me decepciono kkkkkkkkk"
3423,"Essa será minha musica todos os dias que eu acordar pela manhã. Todos aqui em casa e meus visinhos, serão obrigados a escutar kkk TUDO SEMPRE VAI FICAR BEM COM DEUS DO NOSSO LADO!! Deus abençoe grandemente a vida de vcs."
3424,"Essa música é tão perfeita que nem sei descrever serio, os meus dois cantores gospel favoritos fazendo um feat, Deus ouviu minhas orações 🙏👀"
3425,"Que louvor  lindo,  letra, melodia, tudo em perfeita harmonia e equilíbrio, musica ou melhor louvor como deve ser, meus parabéns ."
3426,Esse louvor será um grande instrumento na luta contra a depressão. Que o nome do Senhor seja exaltado através dele.
3427,São como Messi e Cristiano Ronaldo 😍😚
3428,"Só faltou o Guilherme aí no meio pra relembrar 
O loop friends 
Que diga-se de passagem o loop deveria ter sido registrado em vídeo ""dvd"""
3429,"Essa música salvou meu 2020, perdi uma tia ontem, e somente Deus, para ser tudo em mim, tudo fico bem se olho pra Deus! Obrigado Mauro ❤️"
3430,Não consigo parar de chorar..... Que Deus continue usando a vida e a voz de vocês para a Honra e Glória Dele. Essa música para mim teve um significado inexplicável!
3431,"Sera que e so eu que assisto todos videos do Mauro Pra Aprender Essas Poesias Cantada pra Cristo ☺☺☺
Lindo Demais Esse Louvor Faz agente Viajar5 Longe 🙏🙏🙏🙏
Jesus Te Ama"
3432,"Quem tá assistindo essa dupla monstro, vai deixar o like!!!!!!"
3433,"Madrugada 01:30, alguém ouvindo? Deus te abençoe."
3434,Acho q vcs n tem ideia de quantas almas foram salvas através dessa canção.... Simplesmente perfeita ❤❤
3435,Que canção maravilhosa 🙏 sinto a presença do Espírito Santo quando escuto.. Deus seja louvado e que o Senhor continue usando suas vidas tremendamente na obra dele..
3436,"Ouvindo agora,direto de Portugal 🇵🇹,oração que temos que fazer em todo tempo! Obrigada 🙏🏼"
3437,"“Obrigado, meu amigo”
“Eu que Agradeço “  A GENTE QUE AGRADECE! ❤️❤️❤️❤️❤️❤️❤️"
3438,"Chega a ser emocionante ver Leonardo sendo usado por Deus 
Um verdadeiro exemplo de superação ..
LEONARDO , TUDO FICA BEM , QUANDO OLHAMOS PARA DEUS. Que Ele te guarde e te conserve .
Mauro , sou hoje ainda mais seu fã por ter convidado justamente esse monstro chamado Leonardo pra cantar contigo ..."
3439,"Essa é a canção de 2020 para o mundo, á nossa Oração a Deus em lágrimas, e Deus ouve nosso clamor e TUDO FICA BEM. 
Louvado seja Deus por suas vidas, Mauro e Leonardo , estou ouvido aqui em lágrimas😭 
O Ano de 2020 um ano muito difícil, mas Jesus Cristo tem dado graça.🙌🙌🙌"
3440,Até o momento existe 23 pessoas que não tem a menor ideia o quanto esses dois são MUITO BONS!! Escutei a música toda arrepiado
3441,Orgulho desses caras! Ícones da música evangélica brasileira!
