,comment
923,"Musica divina, trabalho incrível Mauro! 
Obrigado por essa canção!"
924,"Já deu certo Mauro, que linda música"
925,Que mais músicas e cantores assim!
926,ATRAVES DE VOCE MAURO MUITAS PESSOAS VAO SE CONVERTER E SE ENTREGAR A JESUS
927,"Aeee Mauro, quando estava desviada voltei a ouvir oficina e o show DDG me fez voltar a atenção novamente a Cristo! Mas de todas, João me faz chorar toda vez que ouço! Muito obrigado, Deus abençoe sua caminhada irmão 🙏🏻"
928,"Mauro, você é incrível cara. Deus te abençoe sempre!"
929,"Parabéns, Mauro! Que canção linda!! Não somente o amor que sinto nas suas canções, mas a unção que transmite faz a diferença nos dias de hoje. Deus abençoe!"
930,"Conheci hoje, e cara... fantástico! Grava ai: VOCÊ IRÁ LONGEEEEEEE!"
931,"Surpreendida em cada detalhe. Bom mesmo. Bom demais da conta, como diria aqui no meu Goiás!
A letra é uma pregação maravilhosa!!!"
932,Acho que Deus te usou pra falar comigo através dessa canção!!!
933,"Tudo lindo, voz linda, música linda, mas esse visual teen já deu..."
934,"Pensa numa música que falou comigo. Cara música muito linda, está de parabéns continue sempre assim  deixe  Deus te usar."
935,Amei Mauro... Deus venha te inpirar muito.. Blessed!
936,"Cara, a essência! E é tão simples, ficamos procurando como complicar...Parabéns pela sensibilidade"
937,"Mano, que coisa massa! Música linda! Deus lhes abençoe!"
938,"Deus te abençoe sempre , e esse DOM seja usado sempre para obra divina !"
939,"Mano que música linda, que voz linda, que mv lindo eu to emocionada"
940,"Que produção!!! Áudio visual ,figurino ,etc 

Mauro sempre evoluindo"
941,"Resposta de saber ""Aonde Está Deus""... Magnífico"
942,"Dinastia Pitmonster na área!
Parabéns Mauro 👏🏽👏🏽👏🏽"
943,Cara só pode ser ateu quem da dislike....tem misericórdia Deus Deste povo.....não consigo para de cantar esse louvor.....que escencia esse louvor....lindo
944,"""Quem segue o Messias, automaticamente segue a lei! Hilel estava certo! Essa é a justiça de Deus!"
945,"Sou fã do talento que Deus deu à você, Mauro!"
946,"Como sempre, uma musica de qualidade!!!!!"
947,Meu Deus que musica é essa coisa maravilhosa demais revigora o coração
948,Maravilha maravilhoso 👍👍👍👍👍👍👍👍👍👍👍👍
949,Absurdamente emocionado.
950,"Caramba q letra❤misturado com o Mauro,mt bao"
951,"Caraca muleque!!! Que som loco!! Saudade de todos vocês, mano!! Abração em todos!
Julão"
952,Uma das canções mais lindas que já ouvi nos últimos tempos. Vício instantâneo
953,Que música linda... me dá nostalgia e percebo Deus dentro de mim msm.
954,"Que mensagem maravilhosa dessa canção, instrumental toppppp, Glória Deus pela sua vida"
955,Trazendo sempre arranjos maravilhosos e inovadores👏👏10.
956,"Cara, bênção man que Deus continue a te inspirar 🙏"
957,Um dos melhores músicos q ja vi/ouvi!
958,MELHOR LOUVOR CARA!!! 😭
959,Essa música mostra onde Deus quer ser encontrado: No próximo! ❤
960,"Linda canção, estamos precisando de letras assim, isso que é evangelho!!!♥️🔥"
961,"Você sempre traz uma mensagem para reflexão. Obrigada, irmão!"
962,"Que mensagem meu amigo! Como sempre digo, talento em prol do reino!!!"
963,"Cara, eu precisava disso😭
Que Deus te abençoe muito e Sempre🙏"
964,"Cara, fiquei sem reação com a letra, tu é demais Vey , Deus abençoe♥️🤘"
965,"YouTube,  por favor,  criem um botão de apertar like e sair mil likes . Um não basta pra esse conjunto ( letra , melodia, harmonia e voz) 
Parabéns Mauro!"
966,"linda música mano!!!
Deus abençoe sempre!!!!
que sejamos Pequeninos!!!"
967,Ai que linda canção. Emocionante e cheia de verdade. 😭😍
968,Ah Mauro 🥺 não esperava menos de você! Tô repeat pra sempre
969,"Que linda❤️😍
Aguardo a versão acústica rsrs"
970,"Tá difícil viver, peço forças a Deus, seu som é como morfina pra mim. Alivia a dor."
971,Amo vcs e suas músicas são realmente comoventes ❤❤❤
972,"Que mensagem, que voz. Deus abençoe ricamente mano!"
973,"Cara, que letra, que som 🙌❤Muito shoow. Linda demais 😍🎶"
974,Isso é evangelho Igreja. ❤
975,"Tá chegando a hora 🎼 vamo que vamo que se tem Mauro henrique , e certeza de sucesso 🙌🏻"
976,"Tinha que ter o dedo do Estêvão Queiroga! Rsrs
Que linda música e letra"
977,Simplesmente INCRÍVEL irmão!!!
978,Que musica meus amigos! Transcende . que coisa linda . Mauro sempre surpreendendo <3
979,"Que musica top, Mauro é uma grande inspiração... rsrs"
980,"Maurão, essa é sem dúvida a melhor canção que vc já lançou até hoje, em todos os sentidos!!! Letra, harmonia, arranjos, melodia e uma mensagem incrível! Que Deus continue usando sua vida para impactar nossa geração. 🙏❤🎙🎶🎸😉"
981,"Um novo estilo diferenciado, qualidade e verdade, é uma inspiração para mim."
982,"Meu Deus eu tô arrepiada,que música linda,que voz maravilhosa.😱❤️😍"
983,"A letra e a voz do Mauro traz muita paz, em meio a tantos problemas que vivemos! Obrigado Mauro, vejo Cristo em você! 🙌🏽"
984,"Oh Glóriaaaaaa, que graça maravilhosa que nos alcança. Glória a Deus!"
985,ai sim hein mano! top! mas quando o oficina volta?
986,Que isso mano que letra que voz que instrumental perfeito continue assim  Que Clip
987,Nunca erra ❤️
988,Maravilhosa essa música. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
989,Caraca.. Música boa pra tocar logo depois da Aonde está Deus..
990,"Mauro, glorifico a Deus por sua vida, e por essa canção vinda da inspiração do Espírito Santo, e com objetivo de anunciar o Cristo. Te amo meu irmão, seja sempre uma ferramenta de anunciação do evangelho do reino de Cristo."
991,"Mano, ficou incrível!!!! Linda demais!"
992,"Música ótima, o clipe é perfeito e é legal reconhecer algumas ruas de São Paulo. Que Deus te abençoe Mauro."
993,Que música incrivel! Glória a Deus!! Precisamos dessa mensagem
994,"Só palavra!!
Mauro é monstro!"
995,Música incrível! Mauro você nunca decepciona. Deus abençoe meu irmão 🖐🖑😊
996,Peste .. Que voz mano .. Que voz ! ..  Maurø é monstro demais .. 😍❤️
997,7 vezes repetida e contando... Deus te abençoe vaso.
998,Se inspirou em Mateus 25: 31 em diante?
999,"Mauro, não morra precocemente pelo amor de Deus... 
🙏❤"
1000,"Que canção linda, incrível !"
1001,"Mensagem linda, não tem como não sentir Deus ouvindo essa música..."
1002,pra variar maravilhoso como sempre! Incrível o talento desse cara! Fullrange foi só o começo!!!
1003,A paz irmão que música top! Por isso o sucesso!
1004,Essa música foi um presente de Deus em momento tão difícil .
1005,"Que letrão, cara essa letra me representa"
1006,Gente o Mauro é muito abençoado mesmo. Cara que Deus possa a cada dia conceder o desejo do teu coração. E claro que nestes desejos esteja a boa música sempre kkkkk. Parabéns mano!!!
1007,❤️❤️❤️❤️ Essa música é tão linda!
1008,"""Livros em branco Jesus na capa e nada pra contar meu Deus..."" Parabéns Mauro e Estevão Queiroga trabalho lindo!!!!!!!!!!!!!"
1009,"teve uma parte em curitiba kkkkk somzera de qualidade parabens !!! Deus continue a te iluminar, abraço"
1010,Perfeito louvor ao nosso Grandioso Deus 🙌❤
1011,"Quando exercemos o amor ao próximo, nos aproximamos mais de Deus, esse é o AMOR que nos une em uma só Igreja."
1012,"A voz que grita da alma !! Esse é o Mauro , mais uma linda canção!"
1013,"Maurooooooooooooooo, vc é demais! Que Deus continue te usando!"
1014,"Show de bola, linda música Mauro, parabéns Deus abençoe Grandemente a sua vida"
1015,"Meu novo vício... meus ouvidos agradecem, meu coração chora, minh'alma ora"
1016,"Fantástico Mauro, Senti a Letra ❣️
Que Deus continue te usando grandemente 🙏🏻🔥"
1017,Pq não tem no Instagram? 🥺🥺
1018,"Maravilha, Deus seja Louvado através dessa Musica maravilhosa! Amei! Compartilhando com Geral!"
1019,"Esse Mauro apela de mais!
Top!!!! Glória Deus pela sua vida!"
1020,"Música fenomenal Mauro. Grande abraço, Deus abençoe !!!"
1021,"Pqp mano que músicaaaaaaa ♥️🎶
Esse Mauro não existe! Kkk"
1022,Eu simplesmente amei ! ❤❤ apaixonada estou ❤
1023,Eu consigo imaginar um solo lindo do Juninho no lugar do oooooo....
1024,Deus continue te inspirando meu irmão ✝️
1025,"Irmao, voce e o Estevao, sempre pontual!! Excelente em tudo  o que faz!!
Conta sempre comigo!!"
1026,"Mano que musica velho , Mauro tu e top cara.
Coisa linda de se ouvir <3"
1027,O Mauro Henrique e o seu dom incrível de tocar minha alma com seus agudos!
1028,Continuo me inspirando com as músicas dele velho💙
1029,"Mano, que Deus continue te abençoando sempre! É isso aí, Cristo em primeiro lugar sempre."
1030,Que mensagem e música linda! Obrigado Pai pela vida do irmão Mauro!
1031,Amei esse música cara🎶❤️ nos olhares dos teus pequeninos
1032,"Linda canção Mauro , letra linda e cheia do evangelho!"
1033,"Que mensagem linda, senhoras e senhores! <3"
1034,"Canção que nos ensina a viver o verdadeiro evangelho, o genuíno, aleluia ✋🏼🙏🏼"
1035,"Que canção linda ❣️
Mauro como sempre surpreendendo com inspiração do altíssimo  👏"
1036,Q deus abençoe teu trabalho q cada vez creça mais e mais fk na paiz🖒❤
1037,Melodia linda. Letra verdadeira. Combinação perfeita. Divina inspiração. :)
1038,"Que música, Mauro. A emoção bate forte. ❤️👏👏"
1039,"93 pessoas não abraçou, não visitou, não alimentou e nunca viram Jesus !"
1040,"Sensacional a letra, parabéns !!!"
1041,"Por mais louvores genuínos assim, com conteúdo, palavra viva. 🙏🙏"
1042,"Que interpretação maravilhosa de Tiago 1:27 (entre outros). Parabéns, Mauro."
1043,"Evangelho em forma de canção!! Ficou sensacional, Mauro. Deus abençoe!!"
1044,Essa canção fala tanta coisa real véi 🙌😭
1045,"Incrível irmão, deixe Deus continuar te usando grandemente ♥️"
1046,"Que letra! Sensacional irmão, Deus continue te fazendo luz!"
1047,Perfeito brother ! Deus continue te abençoando e a seu amigo com letras de verdadeiro louvor !
1048,"Mauro, Parabéns pelo excelente trabalho produzido! Tanto a letra da música quanto o clip produzido estão perfeitos!"
1049,Glória a Deus!!! um dos melhores vocalistas desta geração!!!!
1050,"Essa música é a definição do verdadeiro evangelho. Valeu Mauro, obrigado meu Deus."
1051,"Sem palavras pra essa música, assim como para Mauro!"
1052,"Mano, que música incrível!!!! Com certeza a banda que canto colocará em seu repertório!! Deus seja louvado!"
1053,Lindo o evangelho cantado com excelência! Sensacional Mauro!
1054,Que música inspiradora! ❤️🔥
1055,"que letra em mauro, parabens muito lindo."
1056,Amei... incrível! Quando eu Te encontrei...❤
1057,ansiosa aqui para ve esse clipe abençoado 🙏❤️🎶
1058,mestre!!!  que letra! meu Deus!!!
1059,Admiro demais esse cara!!Deus te abençoe!!suas músicas me curam❤
1060,Sensacional. Mensagem e melodia. É uma oração. Abençoado continue com esse maravilhoso trabalho de evangelização. Que Deus abençoe muito.
1061,"Caraca... A melodia e os arranjos são TOPS DEMAIS... MAS A LETRA, se é doido, que LETRA É ESSA! ❤❤❤"
1062,Simplesmente lindo! 😭♥️
1063,"Sou extremamente fã desse cara! Como músico, como pessoa, como cristão! Você é monstro Mauro 🙏🔥"
1064,"Cara já dei like antes de ouvir,  já sabia que ia se bênção"
1065,Que canção maravilhosa ❤️
1066,"Admiro muito esse cara, mim lembra meu tio que se foi para o melhor, está com DEUS."
1067,"Que violão é esse pelo amor de Deus kkkk
Linda canção, sou teu faaaaaaaaaa"
1068,Voce manda bem demais! Que música é essa! Consegui ouvir o Espirito Santo falar...
1069,"Uma canção que fala do amor de Deus.
Aleluia!!!"
1070,"Sou Católico e admiro suas letras, seu som e sua interpretação de outras músicas. Gostei muito do trabalho que vc , o Guilherme e o Eli fizeram. Acompanhei muito sua interação  com o Rosa de Saron, principalmente no extinta Casa da Rosa e curti demais a live que vc fez atualmente com o Bruno. Em um mundo com tantas divergencias, pricipalmente religiosa é uma benção ver relacionamentos assim. Cada um na sua individualidade, mas unidos em um só propósito que é DEUS."
1071,"Me emocionei, muito bom."
1072,Somos seus pequeninos ❤🙏
1073,"Deus continue te usando para abençoar nossas vidas querido!
Glória a Deus pela tua vida!!!"
1074,Me apaixonei por essa música❤
1075,Que música incrível tô gostando muito❤
1076,Mtoooo bom !!!!!! Mauro saiu do G3 ? To desatualizado 😂😂😂
1077,"Cara do céu, esse B do 3:13, ta loco veio!!"
1078,Tudo perfeito pra Glória de Deus! !!!!!!
1079,Essa música fala da essência do evangelho.Maravilha.
1080,"Música Bíblica, que aquece nosso coração para cumprir o maior mandamento que nosso cristo nos deixou. Obrigado por essa canção Mauro, Deus abençoe cada dia mais"
1081,"Com tanto gospel falando bobagem, quando  ouço uma música pregando realmente o evangelho fico tão feliz... Mauro é talentoso pra caramba!"
1082,"Em meio à tantas músicas ""cristãs"" emocionais e repetitivas, essa canção é um oásis no deserto. Nos remete ao compromisso simples, objetivo e sério que o evangelho propõe."
1083,"Mauro, infelizmente temos poucos músicos cristãos brasileiros responsáveis pelo que pregam. É nessas horas que entendo porquê sempre gostei do Oficina G3 e nunca me enjôo, e é muito bom ver que vc é mais um responsável com o que prega para o seu público. É inexplicável a lucidez e sentimento que esta música traz... Deus seja contigo sempre, brother!"
1084,"Filhinhos, não amemos só de palavra ou de aparência, mas em verdade, mostrando-o pelas nossas ações. 
1João 3:18🥰❤️🔥 , que unção,que Deus continue abençoando você 🙌🏾"
1085,"O defeito dessa música é que é mto rápida aí acaba logo, diminui esses bpm aí Mauro, pra a gente curtir mais um pouquinho rsrs"
1086,"Um cara com esse talento todo e enorme, com humildade pra dizer ""também sou teu pequenino"" pra fechar essa música linda demais. Parabéns, super Mauro."
1087,"Que isso jovem ?!
Além de ser um super clipe, essa canção é riquíssima. Letra, arranjo, voz. Perfeita. Deus abençoe você Mauro."
1088,"MAURO HENRIQUE E FERNANDINHO!!
Quem apoia esse duo? 🔥"
1089,"Mauro Henrique, eu chorei depois de ouvir essa canção várias vezes, depois de entender tudo que Deus queria falar através desse louvor, eu agradeço a Deus pela sua vida e por ser um canal de bênçãos na vida de muitos, entendi tudo antes de ver a reflexão da canção e depois só conformei assistindo a reflexão, continue assim deixando Deus usar você, você certamente é um pequenino de Deus."
1090,"A vida inteira me escondendo pra não te encontrar
Te transformei num jeito de pensar
Em uma lei que eu tinha que guardar
Imitei canções e versos pra impressionar"
1091,Falou demais ao meu coração. O que a alma que realmente quer encontrar Cristo grita...
1092,Essa música nos inspira a viver o evangelho verdadeiro ❤
1093,ESSA É A VOZ MAIS LINDA DO MUNDOOOOOOOOOOOOOOOOOOOOOOOOOOOOO GLÓRIA A DEUS POR ESSA VOZ E PELA MENSAGEM.
1094,"A primeira vez ouvi meio por cima, quase nem prestei atenção na letra, então escutei de novo e não consigo mais parar. Que letra maravilhosa, isso é evangelho!"
1095,"""Pois eu também sou seu pequenino"" Aleluia!"
1096,"Para mim um dos melhores artistas! Além de uma versatilidade vocal incrível, é  multi-instrumentista  talentoso e criativo. Suas canções são poéticas, e cheias de ideias relevantes, que são bem interpretadas pelo cantor. A junção de todos os seus recursos musicais, nos levam a uma profunda reflexão..."
1097,Letra maravilhosa😭🤩❤
1098,Deus seja louvado! Deus te abençoe Mauro!
1099,Cara chorei Mauro Que Benção de canção q voz magnífica Que Deus continue abençoando Toda a sua vida
1100,"meu deus  eu nao paro de refleti sobre o pequenino 
obrigado Mauro Henrique"
1101,Mauro começou 2020 com tudo... Parabéns ....❤️🎶
1102,"""Ainda que eu falasse as línguas dos homens e dos anjos, se não tiver caridade, sou como o bronze que soa, ou como o címbalo que retine.
Mesmo que eu tivesse o dom da profecia, e conhecesse todos os mistérios e toda a ciência; mesmo que tivesse toda a fé, a ponto de transportar montanhas, se não tiver caridade, não sou nada."
1103,"Do nada achei essa canção, e não consigo parar de ouvir, muito inspiradora."
1104,"Mauro meu filho de 1 ano pode ouvir todas as playlist que existir, mais só dorme depois que ouve sua voz cara. Kkkk
Cara Deus te abençoe cada vez mais."
1105,ouvir sua musica me deixa com o meu coraçao transbordando de felicidade. otmas palavras parabens pelo dom. =)
1106,"Mano querido do Coração !!!!

Pois eu também sou Teu pequenino  !  [Ouvir e Assistir em Loop sem parar] "
1107,Viciada nessa canção!!!!!
1108,Melhor música que o Mauro ja fezz
1109,"Mauro, você não tem ideia do soco que essa música me deu... Fiquei em choque! Muito forte essa letra. Que o Senhor Deus te abençoe a cada dia mais!"
1110,"rapaz... letra, arranjo e voz! que música incrível, que letra incrível! Deus te abençoe, meu irmão"
1111,"EU 
NÃO 
CONSIGO 
PARAR "
1112,Esse refrão da canção é MT lindo parabéns pelo dom
1113,Repito: Estou descobrindo as melhores músicas nesta pandemia.
1114,"É, não  tem nenhuma recomendação vinda através de supercombo/scatolove que seja ruim, melhor ainda qnd edifica S2"
1115,"Amo essa canção ❤️
Muito linda 👏🏼👏🏼👏🏼👏🏼"
1116,Que mensagem forte!!! Glória a Deus!
1117,"Que música é essa parabéns, ouvindo toda hora, top demais. Deus abençoe"
1118,Quando alimentei enfim vi Cristo! ❤️
1119,"""Quando abracei, quando visitei, quando alimentei, enfim vi Cristo"" ...  Meu novo vício! Música linda, letra linda. Que essa canção alcance muitas vidas."
1120,"Que música maravilhosa, cara!
 ""Quando alimentei enfim vi Cristo"""
1121,"E eu achando que não ia levar outro tapa na cara igual ao de quando ouvi sua versão de aonde está Deus, tomei kkkkkk"
1122,"Deus te abençoe por esse imenso talento de compor uma música tão tocante,,, estou emocionado 👏🏻👏🏻👏🏻"
1123,"Musica divina, trabalho incrível Mauro! 
Obrigado por essa canção!"
1124,"Já deu certo Mauro, que linda música"
1125,Que mais músicas e cantores assim!
1126,ATRAVES DE VOCE MAURO MUITAS PESSOAS VAO SE CONVERTER E SE ENTREGAR A JESUS
1127,"Aeee Mauro, quando estava desviada voltei a ouvir oficina e o show DDG me fez voltar a atenção novamente a Cristo! Mas de todas, João me faz chorar toda vez que ouço! Muito obrigado, Deus abençoe sua caminhada irmão 🙏🏻"
1128,"Mauro, você é incrível cara. Deus te abençoe sempre!"
1129,"Parabéns, Mauro! Que canção linda!! Não somente o amor que sinto nas suas canções, mas a unção que transmite faz a diferença nos dias de hoje. Deus abençoe!"
1130,"Conheci hoje, e cara... fantástico! Grava ai: VOCÊ IRÁ LONGEEEEEEE!"
1131,"Surpreendida em cada detalhe. Bom mesmo. Bom demais da conta, como diria aqui no meu Goiás!
A letra é uma pregação maravilhosa!!!"
1132,Acho que Deus te usou pra falar comigo através dessa canção!!!
1133,"Tudo lindo, voz linda, música linda, mas esse visual teen já deu..."
1134,"Pensa numa música que falou comigo. Cara música muito linda, está de parabéns continue sempre assim  deixe  Deus te usar."
1135,Amei Mauro... Deus venha te inpirar muito.. Blessed!
1136,"Cara, a essência! E é tão simples, ficamos procurando como complicar...Parabéns pela sensibilidade"
1137,"Mano, que coisa massa! Música linda! Deus lhes abençoe!"
1138,"Deus te abençoe sempre , e esse DOM seja usado sempre para obra divina !"
1139,"Mano que música linda, que voz linda, que mv lindo eu to emocionada"
1140,"Que produção!!! Áudio visual ,figurino ,etc 

Mauro sempre evoluindo"
1141,"Resposta de saber ""Aonde Está Deus""... Magnífico"
1142,"Dinastia Pitmonster na área!
Parabéns Mauro 👏🏽👏🏽👏🏽"
1143,Cara só pode ser ateu quem da dislike....tem misericórdia Deus Deste povo.....não consigo para de cantar esse louvor.....que escencia esse louvor....lindo
1144,"""Quem segue o Messias, automaticamente segue a lei! Hilel estava certo! Essa é a justiça de Deus!"
1145,"Sou fã do talento que Deus deu à você, Mauro!"
1146,"Como sempre, uma musica de qualidade!!!!!"
1147,Meu Deus que musica é essa coisa maravilhosa demais revigora o coração
1148,Maravilha maravilhoso 👍👍👍👍👍👍👍👍👍👍👍👍
1149,Absurdamente emocionado.
1150,"Caramba q letra❤misturado com o Mauro,mt bao"
1151,"Caraca muleque!!! Que som loco!! Saudade de todos vocês, mano!! Abração em todos!
Julão"
1152,Uma das canções mais lindas que já ouvi nos últimos tempos. Vício instantâneo
1153,Que música linda... me dá nostalgia e percebo Deus dentro de mim msm.
1154,"Que mensagem maravilhosa dessa canção, instrumental toppppp, Glória Deus pela sua vida"
1155,Trazendo sempre arranjos maravilhosos e inovadores👏👏10.
1156,"Cara, bênção man que Deus continue a te inspirar 🙏"
1157,Um dos melhores músicos q ja vi/ouvi!
1158,MELHOR LOUVOR CARA!!! 😭
1159,Essa música mostra onde Deus quer ser encontrado: No próximo! ❤
1160,"Linda canção, estamos precisando de letras assim, isso que é evangelho!!!♥️🔥"
1161,"Você sempre traz uma mensagem para reflexão. Obrigada, irmão!"
1162,"Que mensagem meu amigo! Como sempre digo, talento em prol do reino!!!"
1163,"Cara, eu precisava disso😭
Que Deus te abençoe muito e Sempre🙏"
1164,"Cara, fiquei sem reação com a letra, tu é demais Vey , Deus abençoe♥️🤘"
1165,"YouTube,  por favor,  criem um botão de apertar like e sair mil likes . Um não basta pra esse conjunto ( letra , melodia, harmonia e voz) 
Parabéns Mauro!"
1166,"linda música mano!!!
Deus abençoe sempre!!!!
que sejamos Pequeninos!!!"
1167,Ai que linda canção. Emocionante e cheia de verdade. 😭😍
1168,Ah Mauro 🥺 não esperava menos de você! Tô repeat pra sempre
1169,"Que linda❤️😍
Aguardo a versão acústica rsrs"
1170,"Tá difícil viver, peço forças a Deus, seu som é como morfina pra mim. Alivia a dor."
1171,Amo vcs e suas músicas são realmente comoventes ❤❤❤
1172,"Que mensagem, que voz. Deus abençoe ricamente mano!"
1173,"Cara, que letra, que som 🙌❤Muito shoow. Linda demais 😍🎶"
1174,Isso é evangelho Igreja. ❤
1175,"Tá chegando a hora 🎼 vamo que vamo que se tem Mauro henrique , e certeza de sucesso 🙌🏻"
1176,"Tinha que ter o dedo do Estêvão Queiroga! Rsrs
Que linda música e letra"
1177,Simplesmente INCRÍVEL irmão!!!
1178,Que musica meus amigos! Transcende . que coisa linda . Mauro sempre surpreendendo <3
1179,"Que musica top, Mauro é uma grande inspiração... rsrs"
1180,"Maurão, essa é sem dúvida a melhor canção que vc já lançou até hoje, em todos os sentidos!!! Letra, harmonia, arranjos, melodia e uma mensagem incrível! Que Deus continue usando sua vida para impactar nossa geração. 🙏❤🎙🎶🎸😉"
1181,"Um novo estilo diferenciado, qualidade e verdade, é uma inspiração para mim."
1182,"Meu Deus eu tô arrepiada,que música linda,que voz maravilhosa.😱❤️😍"
1183,"A letra e a voz do Mauro traz muita paz, em meio a tantos problemas que vivemos! Obrigado Mauro, vejo Cristo em você! 🙌🏽"
1184,"Oh Glóriaaaaaa, que graça maravilhosa que nos alcança. Glória a Deus!"
1185,ai sim hein mano! top! mas quando o oficina volta?
1186,Que isso mano que letra que voz que instrumental perfeito continue assim  Que Clip
1187,Nunca erra ❤️
1188,Maravilhosa essa música. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
1189,Caraca.. Música boa pra tocar logo depois da Aonde está Deus..
1190,"Mauro, glorifico a Deus por sua vida, e por essa canção vinda da inspiração do Espírito Santo, e com objetivo de anunciar o Cristo. Te amo meu irmão, seja sempre uma ferramenta de anunciação do evangelho do reino de Cristo."
1191,"Mano, ficou incrível!!!! Linda demais!"
1192,"Música ótima, o clipe é perfeito e é legal reconhecer algumas ruas de São Paulo. Que Deus te abençoe Mauro."
1193,Que música incrivel! Glória a Deus!! Precisamos dessa mensagem
1194,"Só palavra!!
Mauro é monstro!"
1195,Música incrível! Mauro você nunca decepciona. Deus abençoe meu irmão 🖐🖑😊
1196,Peste .. Que voz mano .. Que voz ! ..  Maurø é monstro demais .. 😍❤️
1197,7 vezes repetida e contando... Deus te abençoe vaso.
1198,Se inspirou em Mateus 25: 31 em diante?
1199,"Mauro, não morra precocemente pelo amor de Deus... 
🙏❤"
1200,"Que canção linda, incrível !"
1201,"Mensagem linda, não tem como não sentir Deus ouvindo essa música..."
1202,pra variar maravilhoso como sempre! Incrível o talento desse cara! Fullrange foi só o começo!!!
1203,A paz irmão que música top! Por isso o sucesso!
1204,Essa música foi um presente de Deus em momento tão difícil .
1205,"Que letrão, cara essa letra me representa"
1206,Gente o Mauro é muito abençoado mesmo. Cara que Deus possa a cada dia conceder o desejo do teu coração. E claro que nestes desejos esteja a boa música sempre kkkkk. Parabéns mano!!!
1207,❤️❤️❤️❤️ Essa música é tão linda!
1208,"""Livros em branco Jesus na capa e nada pra contar meu Deus..."" Parabéns Mauro e Estevão Queiroga trabalho lindo!!!!!!!!!!!!!"
1209,"teve uma parte em curitiba kkkkk somzera de qualidade parabens !!! Deus continue a te iluminar, abraço"
1210,Perfeito louvor ao nosso Grandioso Deus 🙌❤
1211,"Quando exercemos o amor ao próximo, nos aproximamos mais de Deus, esse é o AMOR que nos une em uma só Igreja."
1212,"A voz que grita da alma !! Esse é o Mauro , mais uma linda canção!"
1213,"Maurooooooooooooooo, vc é demais! Que Deus continue te usando!"
1214,"Show de bola, linda música Mauro, parabéns Deus abençoe Grandemente a sua vida"
1215,"Meu novo vício... meus ouvidos agradecem, meu coração chora, minh'alma ora"
1216,"Fantástico Mauro, Senti a Letra ❣️
Que Deus continue te usando grandemente 🙏🏻🔥"
1217,Pq não tem no Instagram? 🥺🥺
1218,"Maravilha, Deus seja Louvado através dessa Musica maravilhosa! Amei! Compartilhando com Geral!"
1219,"Esse Mauro apela de mais!
Top!!!! Glória Deus pela sua vida!"
1220,"Música fenomenal Mauro. Grande abraço, Deus abençoe !!!"
1221,"Pqp mano que músicaaaaaaa ♥️🎶
Esse Mauro não existe! Kkk"
1222,Eu simplesmente amei ! ❤❤ apaixonada estou ❤
1223,Eu consigo imaginar um solo lindo do Juninho no lugar do oooooo....
1224,Deus continue te inspirando meu irmão ✝️
1225,"Irmao, voce e o Estevao, sempre pontual!! Excelente em tudo  o que faz!!
Conta sempre comigo!!"
1226,"Mano que musica velho , Mauro tu e top cara.
Coisa linda de se ouvir <3"
1227,O Mauro Henrique e o seu dom incrível de tocar minha alma com seus agudos!
1228,Continuo me inspirando com as músicas dele velho💙
1229,"Mano, que Deus continue te abençoando sempre! É isso aí, Cristo em primeiro lugar sempre."
1230,Que mensagem e música linda! Obrigado Pai pela vida do irmão Mauro!
1231,Amei esse música cara🎶❤️ nos olhares dos teus pequeninos
1232,"Linda canção Mauro , letra linda e cheia do evangelho!"
1233,"Que mensagem linda, senhoras e senhores! <3"
1234,"Canção que nos ensina a viver o verdadeiro evangelho, o genuíno, aleluia ✋🏼🙏🏼"
1235,"Que canção linda ❣️
Mauro como sempre surpreendendo com inspiração do altíssimo  👏"
1236,Q deus abençoe teu trabalho q cada vez creça mais e mais fk na paiz🖒❤
1237,Melodia linda. Letra verdadeira. Combinação perfeita. Divina inspiração. :)
1238,"Que música, Mauro. A emoção bate forte. ❤️👏👏"
1239,"93 pessoas não abraçou, não visitou, não alimentou e nunca viram Jesus !"
1240,"Sensacional a letra, parabéns !!!"
1241,"Por mais louvores genuínos assim, com conteúdo, palavra viva. 🙏🙏"
1242,"Que interpretação maravilhosa de Tiago 1:27 (entre outros). Parabéns, Mauro."
1243,"Evangelho em forma de canção!! Ficou sensacional, Mauro. Deus abençoe!!"
1244,Essa canção fala tanta coisa real véi 🙌😭
1245,"Incrível irmão, deixe Deus continuar te usando grandemente ♥️"
1246,"Que letra! Sensacional irmão, Deus continue te fazendo luz!"
1247,Perfeito brother ! Deus continue te abençoando e a seu amigo com letras de verdadeiro louvor !
1248,"Mauro, Parabéns pelo excelente trabalho produzido! Tanto a letra da música quanto o clip produzido estão perfeitos!"
1249,Glória a Deus!!! um dos melhores vocalistas desta geração!!!!
1250,"Essa música é a definição do verdadeiro evangelho. Valeu Mauro, obrigado meu Deus."
1251,"Sem palavras pra essa música, assim como para Mauro!"
1252,"Mano, que música incrível!!!! Com certeza a banda que canto colocará em seu repertório!! Deus seja louvado!"
1253,Lindo o evangelho cantado com excelência! Sensacional Mauro!
1254,Que música inspiradora! ❤️🔥
1255,"que letra em mauro, parabens muito lindo."
