,comment
3666,"Descobri por acaso essa canção, pura poesia, muito forte."
3667,Glória a Deus
3668,"Mauro parabéns cara, admiro demais o teu trabalho, letra fantástica."
3669,"Jesus te abençoe,!!❤"
3670,Que Deus te abençoe Mauro  Deus tem uma grande obra pra fazer na sua vida
3671,100 Comentário 👏👏👏
3672,"Lindo! E o maick multi instrumentista, parabéns!"
3673,E uma música espetacular tô treinando ela
3674,Gosto dmais de ouvir  suas músicas 👏👏
3675,"Pequeninos

A vida inteira me escondendo
Pra não te encontrar"
3676,"Que letra inspiradora , Deus é tremendo!!!!"
3677,"que bela letra mano, imersão total... parabéns..."
3678,Maravilhosa.  Ao melhor nível Mauro Henrique
3679,Temos carência de músicas cristãs como essa. Num mundo onde ao tem gospel ...
3680,"""Amo Sem Te Ver, Toda Vez Que Eu Amo A Quem Eu Vejo..""

O Que Falar Dessa Obra De Arte? Parabéns Mauro, Nn Poderíamos Esperar Menos Que Isso Vindo De Vc.. ❤"
3681,"Tu é um gênio Mauro Henrique, um talento muito raro!"
3682,"Produção, melodia, letra...perfeito uau"
3683,Presença de Deus na vida de todos.  😭😭
3684,Sem palavras.... Falou muito ao coração...
3685,"Essa música, é o resumo filosófico da prax edificante do verdadeiro  AMOR vivido !!! Deus Abençoe sua vida Maurão. .."
3686,"Ahhhh, Mauro... (que paz... 🍃 )"
3687,no Instagram não aparece essa música ainda
3688,"Parabéns Mauro vc é uma benção, que música! Deus o abençoe muiiittooo mais mano!"
3689,Meu Deus qui voz 👏👏👏👏
3690,"Mais uma Música/POESIA/REFLEXÃO ABENÇOADÍSSIMA. Desejo toda sorte de Bem-aventuranças pra ti, Mauro. 

Deixo uma REFLEXÃO 👉👉VALE A PENA LER: "
3691,"Olha essa composição... Santo Deus, que coisa magnífica"
3692,Ficou muito estilo RED essa música. Show!!! 😍
3693,"Linda música, que mensagem cara... O instrumental tá demais tbm! Que Deus continue te abençoando Mauro!"
3694,Amo seu trabalho Mauro (Sou teu fã) lindo é ver Deus em todas as suas canções 😥😍 meus parabéns cara 👏❤
3695,vi mais Forte que a chuva aqui em BH!!
3696,A mensagem passada é muito importante. Lindoooo
3697,Amo muito essa canção ❤❤❤❤❤❤❤❤
3698,"Adorei, muito linda 😍😍😍 
Mas quando o oficina volta ? Kkkkkkk tô morrendo de saudades 😍💔"
3699,"parabéns Mauro, que inspirações Deus te deu pra fazer estes louvores cada vez mais tocante grande abraço"
3700,"2020 vai dar tudo certo pra você que tá lendo, fé em deus❤️🙏🏻"
3701,Deus abençoe sempre irmão Mauro. Essa música fluir a verdade de Deus
3702,Top Mauro!!!! Linda mensagem
3703,Aaaaaaaaaaaaaa zerei vida com essa música!
3704,"Música sensacional, E letra bastante edificante!"
3705,De mais ❤️
3706,Escuto essa musica todo dia mano deus abençoe sua vida 🔥🔥
3707,Amei!!!!😉
3708,"Que letra, que vídeo, que hino. Mauro sempre surpreendendo, não consigo parar de ouvir."
3709,É lindo a forma que suas músicas são inspiradoras!😍🍀🍃
3710,Ver e rever e novamente ver haha ficou sensacional. Louvado seja o nome do Deus altíssimo.
3711,"Show....!! Sensacional 
BOM dimais....!"
3712,Caracas a melhor música do ano 2020 até agora!!!!
3713,Letra incrível!
3714,"Eu amo uma música ❤️😭
O verdadeiro evangelho."
3715,Simplesmente perfeita! ❤️
3716,"Mano que louvor ein !!
Deus abençoe"
3717,Que louvor maravilhoso!
3718,Ahh que linda canção🙌🙌
3719,Música incrível!
3720,"eu curti, ein! parabéns, tá lindão."
3721,Vai sair uma versão em loop?
3722,muito lindaaaaa 😭❤✝️
3723,mateus 25 ❤
3724,Musica linda que chegue nos ouvidos de todas as pessoas que o senhor te guarde Mauro
3725,Eu também sou teu pequenino ❤️
3726,"A paz do senhor amados,Mauro que Deus continue lhe usando como grande instrumento Dele"
3727,Maick tá igual Severino já. Faz de tudo. Kkkkk
3728,"Linda música Mauro, parabéns  !!!!
Deus abençoe, ti admiro mano...."
3729,Que lindooooo ❤️❤️❤️❤️
3730,"Todos os dias eu ouço essa música e outras suas, muito bom, Deus está nisso😃✌"
3731,perfeição 💙
3732,"Essa foi uma das poucas músicas que chorei escutando. Excelente mensagem, excelente forma de apresentá-la."
3733,"De tantas músicas nutelas, surge uma música inspiradora, letra e dinâmica perfeita 
Muito fera Mauro"
3734,Que poesia.. Que mensagem... 💓 💓
3735,"Como ñ amar essa canção?
❤"
3736,Bela  canção 👏👏
3737,Canta muito...Minha inspiração 😍👏👏👏👏👏👏👏😭
3738,Foi MT bom descobrir esse canal🙌🙌🙌
3739,"Mauro, que musica é essa?!! Qualidade absurda! E a mensagem nem se fala.... Que venha outros belos trabalhos!"
3740,"Mauro a voz mais linda que já vi...
Cara e um iluminado
Ouço deus através dessa voz nas mensagens..."
3741,Q hino! Mauro Henrique Deus e na tua vida
3742,Mais do que tudo é a mensagem!
3743,Que música linda mano 👏👏👏👏
3744,Maurao uma das melhores vozes do Brasil e do mundo canta demais
3745,Dmaaais parabéns lindo trabalho e obrigado!!!
3746,Essa música tocou no âmago do meu ser! Deus ainda fala através do louvor.
3747,Impactante!
3748,"Cara que som top 
Sou muito seu fã! !!
Cantor,produtor e tocador mais q fera 
Parabéns pela canção !!"
3749,Mauro deixa eu fazer um cover no bass? Nunca te pedi nada kkkkkk
3750,canta muito bem nao deixar escrever canal de tony sapataria
3751,Q louvor👏👏👏👏❤🎼d➕
3752,2:48 ja amei rs
3753,Obrigado Mauro! Você é uma benção!
3754,Meu. Que som! Isso sim é Deus refletido em letras e composições
3755,Mais um classico ! Show dms !
3756,"Linda musica, onde foi gravado? lindas cenas"
3757,Socialmente linda <3
3758,Continue assim cara! Deus tem te usado mt! Esse dom é pra despertar o desejo dEle em todos quanto ouvirem teu som.
3759,"Transcende qualquer entendimento,é um alento ♥️ Te amo Mauro Eterno Fã seu 🙌🏿"
3760,Letra linda ❤
3761,Que música linda!!!
3762,Como sempre cara vc fez um excelente trabalho que Deus te use  cada dia mais.
3763,"Nossa a letra é muito impactante, me emocionei Mauro"
3764,muito lindo mano! adorei tambem a versao acustica. parabéns mano!
3765,sensacional como sempre. Parabéns
3766,Diferente e top demais!!!
3767,Que canção maneira! Realmente senti a presença de Deus
3768,Glória a Deus 🙏
3769,Sabe aquela sensação de que poderia ter escrito essa música facilmente?
3770,"Mauro, em meio a tanto do mesmo, sempre fazendo diferente, Deus te abençoe! Curto demais seu som, e o mais importante, sentir Deus através do seu louvor
Isso reflete que nunca esqueceu de onde veio!!!"
3771,Muito lindo❤️
3772,"Que lindo, que profundo, que mensagem!!. Parabéns Mauro que nosso Senhor Jesus Cristo continue te usando."
3773,Que letra Mauro🙌🏻😉
3774,Que palavra 🙌🏾💚
3775,"Atualmente a música gospel cansa em ouvir, fico feliz em ouvir sons tipo o seu Mauro, nos dar esperança futura!"
3776,Tu é brabo de mais brother ❤❤
3777,Dimais perfeito o arranjo a letra real artista bênção sem comentários 👍🙌🙏♥
3778,"Topp mano, muito toppp, demaais mano !!! Tinha que gravar uma vídeo falando a história da música, os bastidores, gostei demais da música"
3779,"Incrível como o Maick é um mlk talentoso. Toca bem Baixo, Batera, Guitarra, etc"
3780,"Música Bíblica, que aquece nosso coração para cumprir o maior mandamento que nosso cristo nos deixou. Obrigado por essa canção Mauro, Deus abençoe cada dia mais"
3781,"Com tanto gospel falando bobagem, quando  ouço uma música pregando realmente o evangelho fico tão feliz... Mauro é talentoso pra caramba!"
3782,"Em meio à tantas músicas ""cristãs"" emocionais e repetitivas, essa canção é um oásis no deserto. Nos remete ao compromisso simples, objetivo e sério que o evangelho propõe."
3783,"Mauro, infelizmente temos poucos músicos cristãos brasileiros responsáveis pelo que pregam. É nessas horas que entendo porquê sempre gostei do Oficina G3 e nunca me enjôo, e é muito bom ver que vc é mais um responsável com o que prega para o seu público. É inexplicável a lucidez e sentimento que esta música traz... Deus seja contigo sempre, brother!"
3784,"Filhinhos, não amemos só de palavra ou de aparência, mas em verdade, mostrando-o pelas nossas ações. 
1João 3:18🥰❤️🔥 , que unção,que Deus continue abençoando você 🙌🏾"
3785,"O defeito dessa música é que é mto rápida aí acaba logo, diminui esses bpm aí Mauro, pra a gente curtir mais um pouquinho rsrs"
3786,"Um cara com esse talento todo e enorme, com humildade pra dizer ""também sou teu pequenino"" pra fechar essa música linda demais. Parabéns, super Mauro."
3787,"Que isso jovem ?!
Além de ser um super clipe, essa canção é riquíssima. Letra, arranjo, voz. Perfeita. Deus abençoe você Mauro."
3788,"MAURO HENRIQUE E FERNANDINHO!!
Quem apoia esse duo? 🔥"
3789,"Mauro Henrique, eu chorei depois de ouvir essa canção várias vezes, depois de entender tudo que Deus queria falar através desse louvor, eu agradeço a Deus pela sua vida e por ser um canal de bênçãos na vida de muitos, entendi tudo antes de ver a reflexão da canção e depois só conformei assistindo a reflexão, continue assim deixando Deus usar você, você certamente é um pequenino de Deus."
3790,"A vida inteira me escondendo pra não te encontrar
Te transformei num jeito de pensar
Em uma lei que eu tinha que guardar
Imitei canções e versos pra impressionar"
3791,Falou demais ao meu coração. O que a alma que realmente quer encontrar Cristo grita...
3792,Essa música nos inspira a viver o evangelho verdadeiro ❤
3793,ESSA É A VOZ MAIS LINDA DO MUNDOOOOOOOOOOOOOOOOOOOOOOOOOOOOO GLÓRIA A DEUS POR ESSA VOZ E PELA MENSAGEM.
3794,"A primeira vez ouvi meio por cima, quase nem prestei atenção na letra, então escutei de novo e não consigo mais parar. Que letra maravilhosa, isso é evangelho!"
3795,"""Pois eu também sou seu pequenino"" Aleluia!"
3796,"Para mim um dos melhores artistas! Além de uma versatilidade vocal incrível, é  multi-instrumentista  talentoso e criativo. Suas canções são poéticas, e cheias de ideias relevantes, que são bem interpretadas pelo cantor. A junção de todos os seus recursos musicais, nos levam a uma profunda reflexão..."
3797,Letra maravilhosa😭🤩❤
3798,Deus seja louvado! Deus te abençoe Mauro!
3799,Cara chorei Mauro Que Benção de canção q voz magnífica Que Deus continue abençoando Toda a sua vida
3800,"meu deus  eu nao paro de refleti sobre o pequenino 
obrigado Mauro Henrique"
3801,Mauro começou 2020 com tudo... Parabéns ....❤️🎶
3802,"""Ainda que eu falasse as línguas dos homens e dos anjos, se não tiver caridade, sou como o bronze que soa, ou como o címbalo que retine.
Mesmo que eu tivesse o dom da profecia, e conhecesse todos os mistérios e toda a ciência; mesmo que tivesse toda a fé, a ponto de transportar montanhas, se não tiver caridade, não sou nada."
3803,"Do nada achei essa canção, e não consigo parar de ouvir, muito inspiradora."
3804,"Mauro meu filho de 1 ano pode ouvir todas as playlist que existir, mais só dorme depois que ouve sua voz cara. Kkkk
Cara Deus te abençoe cada vez mais."
3805,ouvir sua musica me deixa com o meu coraçao transbordando de felicidade. otmas palavras parabens pelo dom. =)
3806,"Mano querido do Coração !!!!

Pois eu também sou Teu pequenino  !  [Ouvir e Assistir em Loop sem parar] "
3807,Viciada nessa canção!!!!!
3808,Melhor música que o Mauro ja fezz
3809,"Mauro, você não tem ideia do soco que essa música me deu... Fiquei em choque! Muito forte essa letra. Que o Senhor Deus te abençoe a cada dia mais!"
3810,"rapaz... letra, arranjo e voz! que música incrível, que letra incrível! Deus te abençoe, meu irmão"
3811,"EU 
NÃO 
CONSIGO 
PARAR "
3812,Esse refrão da canção é MT lindo parabéns pelo dom
3813,Repito: Estou descobrindo as melhores músicas nesta pandemia.
3814,"É, não  tem nenhuma recomendação vinda através de supercombo/scatolove que seja ruim, melhor ainda qnd edifica S2"
3815,"Amo essa canção ❤️
Muito linda 👏🏼👏🏼👏🏼👏🏼"
3816,Que mensagem forte!!! Glória a Deus!
3817,"Que música é essa parabéns, ouvindo toda hora, top demais. Deus abençoe"
3818,Quando alimentei enfim vi Cristo! ❤️
3819,"""Quando abracei, quando visitei, quando alimentei, enfim vi Cristo"" ...  Meu novo vício! Música linda, letra linda. Que essa canção alcance muitas vidas."
3820,"Que música maravilhosa, cara!
 ""Quando alimentei enfim vi Cristo"""
3821,"E eu achando que não ia levar outro tapa na cara igual ao de quando ouvi sua versão de aonde está Deus, tomei kkkkkk"
3822,"Deus te abençoe por esse imenso talento de compor uma música tão tocante,,, estou emocionado 👏🏻👏🏻👏🏻"
3823,"Musica divina, trabalho incrível Mauro! 
Obrigado por essa canção!"
3824,"Já deu certo Mauro, que linda música"
3825,Que mais músicas e cantores assim!
3826,ATRAVES DE VOCE MAURO MUITAS PESSOAS VAO SE CONVERTER E SE ENTREGAR A JESUS
3827,"Aeee Mauro, quando estava desviada voltei a ouvir oficina e o show DDG me fez voltar a atenção novamente a Cristo! Mas de todas, João me faz chorar toda vez que ouço! Muito obrigado, Deus abençoe sua caminhada irmão 🙏🏻"
3828,"Mauro, você é incrível cara. Deus te abençoe sempre!"
3829,"Parabéns, Mauro! Que canção linda!! Não somente o amor que sinto nas suas canções, mas a unção que transmite faz a diferença nos dias de hoje. Deus abençoe!"
3830,"Conheci hoje, e cara... fantástico! Grava ai: VOCÊ IRÁ LONGEEEEEEE!"
3831,"Surpreendida em cada detalhe. Bom mesmo. Bom demais da conta, como diria aqui no meu Goiás!
A letra é uma pregação maravilhosa!!!"
3832,Acho que Deus te usou pra falar comigo através dessa canção!!!
3833,"Tudo lindo, voz linda, música linda, mas esse visual teen já deu..."
3834,"Pensa numa música que falou comigo. Cara música muito linda, está de parabéns continue sempre assim  deixe  Deus te usar."
3835,Amei Mauro... Deus venha te inpirar muito.. Blessed!
3836,"Cara, a essência! E é tão simples, ficamos procurando como complicar...Parabéns pela sensibilidade"
3837,"Mano, que coisa massa! Música linda! Deus lhes abençoe!"
3838,"Deus te abençoe sempre , e esse DOM seja usado sempre para obra divina !"
3839,"Mano que música linda, que voz linda, que mv lindo eu to emocionada"
3840,"Que produção!!! Áudio visual ,figurino ,etc 

Mauro sempre evoluindo"
3841,"Resposta de saber ""Aonde Está Deus""... Magnífico"
3842,"Dinastia Pitmonster na área!
Parabéns Mauro 👏🏽👏🏽👏🏽"
3843,Cara só pode ser ateu quem da dislike....tem misericórdia Deus Deste povo.....não consigo para de cantar esse louvor.....que escencia esse louvor....lindo
3844,"""Quem segue o Messias, automaticamente segue a lei! Hilel estava certo! Essa é a justiça de Deus!"
3845,"Sou fã do talento que Deus deu à você, Mauro!"
3846,"Como sempre, uma musica de qualidade!!!!!"
3847,Meu Deus que musica é essa coisa maravilhosa demais revigora o coração
3848,Maravilha maravilhoso 👍👍👍👍👍👍👍👍👍👍👍👍
3849,Absurdamente emocionado.
3850,"Caramba q letra❤misturado com o Mauro,mt bao"
3851,"Caraca muleque!!! Que som loco!! Saudade de todos vocês, mano!! Abração em todos!
Julão"
3852,Uma das canções mais lindas que já ouvi nos últimos tempos. Vício instantâneo
3853,Que música linda... me dá nostalgia e percebo Deus dentro de mim msm.
3854,"Que mensagem maravilhosa dessa canção, instrumental toppppp, Glória Deus pela sua vida"
3855,Trazendo sempre arranjos maravilhosos e inovadores👏👏10.
3856,"Cara, bênção man que Deus continue a te inspirar 🙏"
3857,Um dos melhores músicos q ja vi/ouvi!
3858,MELHOR LOUVOR CARA!!! 😭
3859,Essa música mostra onde Deus quer ser encontrado: No próximo! ❤
3860,"Linda canção, estamos precisando de letras assim, isso que é evangelho!!!♥️🔥"
3861,"Você sempre traz uma mensagem para reflexão. Obrigada, irmão!"
3862,"Que mensagem meu amigo! Como sempre digo, talento em prol do reino!!!"
3863,"Cara, eu precisava disso😭
Que Deus te abençoe muito e Sempre🙏"
3864,"Cara, fiquei sem reação com a letra, tu é demais Vey , Deus abençoe♥️🤘"
3865,"YouTube,  por favor,  criem um botão de apertar like e sair mil likes . Um não basta pra esse conjunto ( letra , melodia, harmonia e voz) 
Parabéns Mauro!"
3866,"linda música mano!!!
Deus abençoe sempre!!!!
que sejamos Pequeninos!!!"
3867,Ai que linda canção. Emocionante e cheia de verdade. 😭😍
3868,Ah Mauro 🥺 não esperava menos de você! Tô repeat pra sempre
3869,"Que linda❤️😍
Aguardo a versão acústica rsrs"
3870,"Tá difícil viver, peço forças a Deus, seu som é como morfina pra mim. Alivia a dor."
3871,Amo vcs e suas músicas são realmente comoventes ❤❤❤
3872,"Que mensagem, que voz. Deus abençoe ricamente mano!"
3873,"Cara, que letra, que som 🙌❤Muito shoow. Linda demais 😍🎶"
3874,Isso é evangelho Igreja. ❤
3875,"Tá chegando a hora 🎼 vamo que vamo que se tem Mauro henrique , e certeza de sucesso 🙌🏻"
3876,"Tinha que ter o dedo do Estêvão Queiroga! Rsrs
Que linda música e letra"
3877,Simplesmente INCRÍVEL irmão!!!
3878,Que musica meus amigos! Transcende . que coisa linda . Mauro sempre surpreendendo <3
3879,"Que musica top, Mauro é uma grande inspiração... rsrs"
3880,"Maurão, essa é sem dúvida a melhor canção que vc já lançou até hoje, em todos os sentidos!!! Letra, harmonia, arranjos, melodia e uma mensagem incrível! Que Deus continue usando sua vida para impactar nossa geração. 🙏❤🎙🎶🎸😉"
3881,"Um novo estilo diferenciado, qualidade e verdade, é uma inspiração para mim."
3882,"Meu Deus eu tô arrepiada,que música linda,que voz maravilhosa.😱❤️😍"
3883,"A letra e a voz do Mauro traz muita paz, em meio a tantos problemas que vivemos! Obrigado Mauro, vejo Cristo em você! 🙌🏽"
3884,"Oh Glóriaaaaaa, que graça maravilhosa que nos alcança. Glória a Deus!"
3885,ai sim hein mano! top! mas quando o oficina volta?
3886,Que isso mano que letra que voz que instrumental perfeito continue assim  Que Clip
3887,Nunca erra ❤️
3888,Maravilhosa essa música. 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏
3889,Caraca.. Música boa pra tocar logo depois da Aonde está Deus..
3890,"Mauro, glorifico a Deus por sua vida, e por essa canção vinda da inspiração do Espírito Santo, e com objetivo de anunciar o Cristo. Te amo meu irmão, seja sempre uma ferramenta de anunciação do evangelho do reino de Cristo."
3891,"Mano, ficou incrível!!!! Linda demais!"
3892,"Música ótima, o clipe é perfeito e é legal reconhecer algumas ruas de São Paulo. Que Deus te abençoe Mauro."
3893,Que música incrivel! Glória a Deus!! Precisamos dessa mensagem
3894,"Só palavra!!
Mauro é monstro!"
3895,Música incrível! Mauro você nunca decepciona. Deus abençoe meu irmão 🖐🖑😊
3896,Peste .. Que voz mano .. Que voz ! ..  Maurø é monstro demais .. 😍❤️
3897,7 vezes repetida e contando... Deus te abençoe vaso.
3898,Se inspirou em Mateus 25: 31 em diante?
3899,"Mauro, não morra precocemente pelo amor de Deus... 
🙏❤"
3900,"Que canção linda, incrível !"
3901,"Mensagem linda, não tem como não sentir Deus ouvindo essa música..."
3902,pra variar maravilhoso como sempre! Incrível o talento desse cara! Fullrange foi só o começo!!!
3903,A paz irmão que música top! Por isso o sucesso!
3904,Essa música foi um presente de Deus em momento tão difícil .
3905,"Que letrão, cara essa letra me representa"
3906,Gente o Mauro é muito abençoado mesmo. Cara que Deus possa a cada dia conceder o desejo do teu coração. E claro que nestes desejos esteja a boa música sempre kkkkk. Parabéns mano!!!
3907,❤️❤️❤️❤️ Essa música é tão linda!
3908,"""Livros em branco Jesus na capa e nada pra contar meu Deus..."" Parabéns Mauro e Estevão Queiroga trabalho lindo!!!!!!!!!!!!!"
3909,"teve uma parte em curitiba kkkkk somzera de qualidade parabens !!! Deus continue a te iluminar, abraço"
3910,Perfeito louvor ao nosso Grandioso Deus 🙌❤
3911,"Quando exercemos o amor ao próximo, nos aproximamos mais de Deus, esse é o AMOR que nos une em uma só Igreja."
3912,"A voz que grita da alma !! Esse é o Mauro , mais uma linda canção!"
3913,"Maurooooooooooooooo, vc é demais! Que Deus continue te usando!"
3914,"Show de bola, linda música Mauro, parabéns Deus abençoe Grandemente a sua vida"
3915,"Meu novo vício... meus ouvidos agradecem, meu coração chora, minh'alma ora"
3916,"Fantástico Mauro, Senti a Letra ❣️
Que Deus continue te usando grandemente 🙏🏻🔥"
3917,Pq não tem no Instagram? 🥺🥺
3918,"Maravilha, Deus seja Louvado através dessa Musica maravilhosa! Amei! Compartilhando com Geral!"
3919,"Esse Mauro apela de mais!
Top!!!! Glória Deus pela sua vida!"
3920,"Música fenomenal Mauro. Grande abraço, Deus abençoe !!!"
3921,"Pqp mano que músicaaaaaaa ♥️🎶
Esse Mauro não existe! Kkk"
3922,Eu simplesmente amei ! ❤❤ apaixonada estou ❤
3923,Eu consigo imaginar um solo lindo do Juninho no lugar do oooooo....
3924,Deus continue te inspirando meu irmão ✝️
3925,"Irmao, voce e o Estevao, sempre pontual!! Excelente em tudo  o que faz!!
Conta sempre comigo!!"
3926,"Mano que musica velho , Mauro tu e top cara.
Coisa linda de se ouvir <3"
3927,O Mauro Henrique e o seu dom incrível de tocar minha alma com seus agudos!
3928,Continuo me inspirando com as músicas dele velho💙
3929,"Mano, que Deus continue te abençoando sempre! É isso aí, Cristo em primeiro lugar sempre."
3930,Que mensagem e música linda! Obrigado Pai pela vida do irmão Mauro!
3931,Amei esse música cara🎶❤️ nos olhares dos teus pequeninos
3932,"Linda canção Mauro , letra linda e cheia do evangelho!"
3933,"Que mensagem linda, senhoras e senhores! <3"
3934,"Canção que nos ensina a viver o verdadeiro evangelho, o genuíno, aleluia ✋🏼🙏🏼"
3935,"Que canção linda ❣️
Mauro como sempre surpreendendo com inspiração do altíssimo  👏"
3936,Q deus abençoe teu trabalho q cada vez creça mais e mais fk na paiz🖒❤
3937,Melodia linda. Letra verdadeira. Combinação perfeita. Divina inspiração. :)
3938,"Que música, Mauro. A emoção bate forte. ❤️👏👏"
3939,"93 pessoas não abraçou, não visitou, não alimentou e nunca viram Jesus !"
3940,"Sensacional a letra, parabéns !!!"
3941,"Por mais louvores genuínos assim, com conteúdo, palavra viva. 🙏🙏"
3942,"Que interpretação maravilhosa de Tiago 1:27 (entre outros). Parabéns, Mauro."
3943,"Evangelho em forma de canção!! Ficou sensacional, Mauro. Deus abençoe!!"
3944,Essa canção fala tanta coisa real véi 🙌😭
3945,"Incrível irmão, deixe Deus continuar te usando grandemente ♥️"
3946,"Que letra! Sensacional irmão, Deus continue te fazendo luz!"
3947,Perfeito brother ! Deus continue te abençoando e a seu amigo com letras de verdadeiro louvor !
3948,"Mauro, Parabéns pelo excelente trabalho produzido! Tanto a letra da música quanto o clip produzido estão perfeitos!"
3949,Glória a Deus!!! um dos melhores vocalistas desta geração!!!!
3950,"Essa música é a definição do verdadeiro evangelho. Valeu Mauro, obrigado meu Deus."
3951,"Sem palavras pra essa música, assim como para Mauro!"
3952,"Mano, que música incrível!!!! Com certeza a banda que canto colocará em seu repertório!! Deus seja louvado!"
3953,Lindo o evangelho cantado com excelência! Sensacional Mauro!
3954,Que música inspiradora! ❤️🔥
3955,"que letra em mauro, parabens muito lindo."
3956,Amei... incrível! Quando eu Te encontrei...❤
3957,ansiosa aqui para ve esse clipe abençoado 🙏❤️🎶
3958,mestre!!!  que letra! meu Deus!!!
3959,Admiro demais esse cara!!Deus te abençoe!!suas músicas me curam❤
3960,Sensacional. Mensagem e melodia. É uma oração. Abençoado continue com esse maravilhoso trabalho de evangelização. Que Deus abençoe muito.
3961,"Caraca... A melodia e os arranjos são TOPS DEMAIS... MAS A LETRA, se é doido, que LETRA É ESSA! ❤❤❤"
3962,Simplesmente lindo! 😭♥️
3963,"Sou extremamente fã desse cara! Como músico, como pessoa, como cristão! Você é monstro Mauro 🙏🔥"
3964,"Cara já dei like antes de ouvir,  já sabia que ia se bênção"
3965,Que canção maravilhosa ❤️
3966,"Admiro muito esse cara, mim lembra meu tio que se foi para o melhor, está com DEUS."
3967,"Que violão é esse pelo amor de Deus kkkk
Linda canção, sou teu faaaaaaaaaa"
3968,Voce manda bem demais! Que música é essa! Consegui ouvir o Espirito Santo falar...
3969,"Uma canção que fala do amor de Deus.
Aleluia!!!"
3970,"Sou Católico e admiro suas letras, seu som e sua interpretação de outras músicas. Gostei muito do trabalho que vc , o Guilherme e o Eli fizeram. Acompanhei muito sua interação  com o Rosa de Saron, principalmente no extinta Casa da Rosa e curti demais a live que vc fez atualmente com o Bruno. Em um mundo com tantas divergencias, pricipalmente religiosa é uma benção ver relacionamentos assim. Cada um na sua individualidade, mas unidos em um só propósito que é DEUS."
3971,"Me emocionei, muito bom."
3972,Somos seus pequeninos ❤🙏
3973,"Deus continue te usando para abençoar nossas vidas querido!
Glória a Deus pela tua vida!!!"
3974,Me apaixonei por essa música❤
3975,Que música incrível tô gostando muito❤
3976,Mtoooo bom !!!!!! Mauro saiu do G3 ? To desatualizado 😂😂😂
3977,"Cara do céu, esse B do 3:13, ta loco veio!!"
3978,Tudo perfeito pra Glória de Deus! !!!!!!
3979,Essa música fala da essência do evangelho.Maravilha.
3980,"Quando abracei
Quando visitei
Quando alimentei
Enfim, vi Cristo. "
3981,"Muitíssimo agradável de se ouvir, top demais Mauro!!"
3982,Também estou aqui ouvindo esse hino ❤️🎼🎼🎼
3983,Eita! Que música linda!!
3984,"Aí Mauro obrigada por essa canção 💕me trouxe tanta alegria 
Senti tanto Deus"
3985,"Mauro sua voz é maravilhosa. ❤
Eu sinto a presença de Deus quando ouço suas canções.
Que Deus continue te abençoando e liberando unção através da sua vida e da sua música.
Glória a Deus! 🙌"
3986,O melhor da América! 💖🎶🎵🎙️
3987,"inspiradora e abençoada , Deus abençoe !!! 😍❤️"
3988,Mauro henrique...simplesmente o melhor p a Glória de Deus..
3989,"Que música, meus amigos! Que música! <3"
3990,Aos 3:15 eu pensei...Agora é o solo do Juninho afram kkk
3991,Manoooooo o Maick no baixoooo kkkkk que incrível
3992,Esse hino fala CMG todos os dias ❤️
3993,"O q vc + gostaria de ver no canal ???
+ Rock pfv"
3994,Tão bom quanto Guilherme de sa 👏👏👏👏
3995,quem gostou deixa seu like aqui
3996,"Muito bom, para variar!Haha
🙌🏻🙌🏻🙌🏻🔥"
3997,Que linda canção. 🙌🏽❤️
3998,Que inspiração do céu!
3999,"Esse louvor é muito lindo! Ao ouvir pela primeira vez, já me senti atraído a ouvi-lo mais e mais."
4000,"Uma pregação em forma de música. Deus continue te usando, emocionante letra, nos leva ao primeiro amor, à cuidar do próximo e nos lembra o quão pequeninos somos"
4001,Como Deus é Maravilhoso!! Valeu Maurao!!
4002,mauro meda um coracao eu muito seu fa
4003,"Tudo muito lindo, a música o clipe... Tudo muito real e verdadeiro. Deus te abençoe meu querido!!!!♥️"
4004,Me tocou profundamente e me trouxe reflexão.
4005,"Q MÚSICA LINDA DEUS ABENÇOE A VIDA DE TODOS VCS...

#VOLTA_OFICINA😂♥️"
4006,"Canção maravilhosa, Deus seja glorificado!"
4007,Deus é amor ❤️
4008,"Muito forte!!!
Glória!!"
4009,Muito top essa música Deus abençoe sempre
4010,"Recomendo vcs lerem a descrição do vídeo!!!
Linda canção mauro!!!"
4011,Música incrível!!!!❤
4012,"Ouço ela, e viajo😍"
4013,"Música Profunda!
Toca a Alma.
Alimenta o Espírito.
Muito Obrigado Mauro!"
4014,"Musicão hein, sempre com mensagens edificantes"
4015,"juro que pensei que iria ministrar, aii que eu ia chorar mesmo, glórias ao Senhor"
4016,"Linda demais, Mauro tem o dom de fazer música ainda mais com esse parceiro, vocês arrasaram!!!! ❤❤❤"
4017,Que letra linda!! Obrigada por esta canção ♥️
4018,Que linda música!
4019,Que canção linda♥️
4020,"Mano... Mauro nunca deixa de nós impressionar, é um cara que só de olhar sabe q é cheio do espírito santo!!!!
Obrigado por ser uma inspiração."
4021,"Muito bom, sou fã, que voz que voz👏👏👏👏
Deus abençoe sempre."
4022,"Que letra fantástica. Meu Deus... Amém.

Glória a Deus por suas vidas, Mauro e Estevão."
4023,"Tudo que o Mauro Henrique faz é bom, 👏👏👏👏👏👏"
4024,Verdadeira msg do evangelho...muito show!!!!
4025,"Fico pensando, quem são essas pessoas que dão deslike. Kkkkk devem ser boots!"
